IDBOOK,IDCLASS,IDSTUD,BSBG01,BSBGSLM,BSBGSVM,BSBGSCM,BSBGHER,BSDGHER,BSBGSB,BSBG07,BSBG13B,BSBG03,mark,BTBG06C,BTBGTJS,BTBG07B,BTDGTJS,IDSCHOOL,BCBG03A,BCBG03B,BCBG04,BCBG05B,BCBGDAS,BCDGSBC,BCDGEAS,dummy_poor
2.0,500101.0,50010101.0,1,9.68014,6.25944,10.35323,10.23835,2,9.81861,4.0,3.0,1.0,3.8,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
3.0,500101.0,50010102.0,2,11.14859,9.65438,12.13375,10.26525,2,10.41803,5.0,3.0,1.0,5.0,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
4.0,500101.0,50010103.0,1,11.42832,11.3019,12.13375,11.48712,2,10.41803,6.0,2.0,1.0,4.2,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
5.0,500101.0,50010104.0,2,9.86638,8.82228,8.51577,8.99877,2,12.93734,3.0,2.0,2.0,2.8,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
6.0,500101.0,50010105.0,1,9.68014,8.57829,8.76168,10.84499,2,7.85954,1.0,3.0,1.0,2.0,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
7.0,500101.0,50010106.0,1,12.15847,13.48293,12.13375,10.23835,2,8.84686,2.0,1.0,1.0,3.6,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
10.0,500101.0,50010110.0,1,8.94763,8.82228,6.49606,8.3581,3,9.05015,1.0,2.0,1.0,1.6,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
11.0,500101.0,50010111.0,2,8.37412,8.12441,8.76168,9.64761,2,11.18784,5.0,2.0,1.0,3.2,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
12.0,500101.0,50010112.0,2,10.25252,7.91135,9.10699,10.26525,2,7.05795,4.0,2.0,1.0,3.4,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
13.0,500101.0,50010113.0,2,10.89898,9.35676,11.12082,9.64761,2,8.09367,5.0,2.0,1.0,3.2,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
14.0,500101.0,50010114.0,2,7.71308,6.01079,5.90622,12.25657,1,8.66719,1.0,3.0,1.0,3.0,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
1.0,500101.0,50010116.0,2,8.57095,8.34615,9.65813,8.3581,3,8.84686,4.0,2.0,2.0,3.6,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
3.0,500101.0,50010118.0,2,10.23585,8.57829,9.45004,10.84499,2,11.18784,2.0,3.0,1.0,2.8,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
4.0,500101.0,50010119.0,2,9.13133,7.50425,6.49606,9.64761,2,9.28593,4.0,2.0,1.0,2.8,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
5.0,500101.0,50010120.0,1,9.68014,7.10653,9.22591,11.48712,2,9.28593,5.0,3.0,1.0,3.2,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
6.0,500101.0,50010121.0,1,10.05658,10.34734,9.45004,8.99877,2,10.41803,5.0,2.0,2.0,3.0,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,1.0
7.0,500101.0,50010122.0,1,13.84849,12.04145,14.06165,10.23835,2,8.50552,6.0,2.0,1.0,5.0,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
8.0,500101.0,50010124.0,1,9.13133,9.08085,9.89515,10.84499,2,8.84686,2.0,3.0,1.0,2.2,3.0,9.7693,1,2,5001.0,1.0,4.0,1.0,3.0,10.10482,1.0,3.0,0.0
10.0,500301.0,50030101.0,2,10.67004,10.34734,9.45004,11.48712,2,8.22128,5.0,2.0,2.0,4.6,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
11.0,500301.0,50030102.0,1,8.57095,8.34615,8.99736,11.48712,2,9.28593,6.0,4.0,2.0,4.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
12.0,500301.0,50030103.0,2,7.71308,8.34615,9.22591,12.25657,1,9.92809,5.0,2.0,1.0,2.8,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
13.0,500301.0,50030104.0,2,9.31385,9.98068,10.59469,10.23835,2,8.66719,5.0,2.0,1.0,4.6,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
14.0,500301.0,50030105.0,2,8.57095,7.50425,9.45004,12.25657,1,12.93734,6.0,1.0,1.0,4.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
1.0,500301.0,50030107.0,2,9.31385,8.57829,8.51577,11.48712,2,9.28593,2.0,2.0,1.0,2.8,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
2.0,500301.0,50030108.0,2,7.44727,6.48714,6.49606,10.26525,2,9.28593,2.0,2.0,1.0,2.6,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
3.0,500301.0,50030109.0,2,8.94763,9.98068,9.6723,10.84499,2,9.56975,5.0,1.0,1.0,3.4,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
4.0,500301.0,50030110.0,1,11.14859,8.82228,10.59469,8.99877,2,11.18784,5.0,2.0,1.0,5.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,1.0
6.0,500301.0,50030112.0,2,8.16805,8.57829,8.99736,10.84499,2,9.92809,6.0,2.0,1.0,4.8,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
7.0,500301.0,50030113.0,1,8.37412,7.30474,9.22591,8.99877,2,9.92809,5.0,2.0,1.0,3.4,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,1.0
8.0,500301.0,50030115.0,2,13.84849,13.48293,14.06165,11.48712,2,9.92809,5.0,1.0,1.0,4.4,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
9.0,500301.0,50030116.0,1,8.57095,7.91135,8.25602,11.48712,2,9.92809,5.0,2.0,1.0,4.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
10.0,500301.0,50030117.0,1,9.68014,9.35676,11.12082,11.48712,2,9.56975,3.0,2.0,1.0,4.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
11.0,500301.0,50030118.0,1,9.4964,10.34734,13.19086,13.51543,1,11.18784,6.0,1.0,1.0,4.2,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
13.0,500301.0,50030120.0,2,10.45644,13.48293,10.59469,12.25657,1,12.93734,6.0,2.0,1.0,4.8,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
14.0,500301.0,50030121.0,2,8.76139,11.3019,6.95612,13.51543,1,9.92809,5.0,1.0,1.0,3.6,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
1.0,500301.0,50030123.0,2,9.86638,12.04145,11.12082,10.84499,2,9.92809,6.0,1.0,1.0,4.6,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
2.0,500301.0,50030124.0,1,9.13133,8.34615,6.95612,9.64761,2,12.93734,4.0,2.0,1.0,3.2,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
3.0,500301.0,50030125.0,1,11.14859,8.57829,10.35323,10.84499,2,8.09367,6.0,1.0,1.0,4.0,3.0,6.74486,2,3,5003.0,1.0,4.0,1.0,4.0,11.19421,1.0,3.0,0.0
9.0,500501.0,50050101.0,1,8.94763,6.25944,8.51577,8.3581,3,11.18784,1.0,2.0,1.0,3.8,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
10.0,500501.0,50050102.0,2,11.42832,9.65438,14.06165,10.23835,2,12.93734,5.0,1.0,1.0,4.0,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
11.0,500501.0,50050103.0,2,7.44727,7.10653,7.678,9.64761,2,11.18784,4.0,2.0,1.0,4.2,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
12.0,500501.0,50050104.0,2,9.4964,10.21459,9.22591,9.64761,2,11.18784,3.0,2.0,1.0,4.0,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
13.0,500501.0,50050105.0,2,9.31385,7.70526,9.22591,10.23835,2,8.84686,5.0,2.0,1.0,5.0,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
14.0,500501.0,50050106.0,2,8.57095,6.25944,7.678,10.23835,2,9.92809,4.0,1.0,1.0,4.0,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
1.0,500501.0,50050108.0,1,12.72711,12.04145,7.34181,9.64761,2,12.93734,4.0,1.0,1.0,3.0,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
2.0,500501.0,50050109.0,1,10.25252,9.98068,13.19086,10.23835,2,12.93734,5.0,2.0,1.0,4.8,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
3.0,500501.0,50050110.0,1,11.14859,9.35676,11.53589,8.99877,2,12.93734,6.0,2.0,1.0,4.6,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
4.0,500501.0,50050111.0,1,9.68014,9.35676,8.99736,11.19079,2,11.18784,3.0,1.0,1.0,3.8,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
5.0,500501.0,50050112.0,1,9.86638,8.82228,8.25602,8.3581,3,9.56975,4.0,2.0,2.0,3.2,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,1.0
6.0,500501.0,50050113.0,2,9.86638,8.57829,11.75008,10.23835,2,12.93734,3.0,1.0,1.0,4.4,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
8.0,500501.0,50050116.0,1,10.89898,8.34615,10.84951,10.23835,2,10.41803,5.0,2.0,1.0,4.6,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
9.0,500501.0,50050117.0,1,12.72711,9.08085,12.59517,10.23835,2,12.93734,5.0,2.0,1.0,4.4,3.0,9.7693,1,2,5005.0,2.0,3.0,1.0,5.0,9.79606,1.0,3.0,0.0
14.0,500801.0,50080101.0,2,12.15847,8.34615,13.19086,12.25657,1,8.50552,6.0,2.0,3.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
1.0,500801.0,50080103.0,1,10.67004,8.82228,10.84951,11.48712,2,8.22128,5.0,3.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
2.0,500801.0,50080104.0,2,11.42832,13.48293,11.12082,11.48712,2,9.56975,6.0,4.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
4.0,500801.0,50080106.0,2,11.42832,8.34615,11.75008,13.51543,1,9.56975,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
5.0,500801.0,50080107.0,2,11.42832,12.04145,10.35323,10.84499,2,8.09367,6.0,4.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
6.0,500801.0,50080108.0,2,10.05658,9.98068,11.41779,12.25657,1,11.18784,5.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
7.0,500801.0,50080109.0,1,11.14859,10.34734,12.59517,13.51543,1,10.41803,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
8.0,500801.0,50080111.0,2,11.42832,8.34615,8.51577,13.51543,1,9.92809,5.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
9.0,500801.0,50080112.0,1,11.14859,9.35676,10.84951,13.51543,1,9.56975,6.0,1.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
10.0,500801.0,50080113.0,1,10.25252,10.77308,9.22591,13.51543,1,8.84686,6.0,2.0,1.0,4.2,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
11.0,500801.0,50080114.0,2,10.25252,8.57829,9.89515,12.25657,1,11.18784,4.0,2.0,2.0,4.8,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
12.0,500801.0,50080115.0,2,11.75478,9.65438,10.59469,12.25657,1,9.56975,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
13.0,500801.0,50080116.0,1,11.75478,10.34734,11.41779,11.48712,2,10.41803,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
14.0,500801.0,50080117.0,1,10.25252,11.3019,10.59469,12.25657,1,12.93734,5.0,1.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
1.0,500801.0,50080119.0,2,9.4964,8.57829,9.22591,13.51543,1,7.85954,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
2.0,500801.0,50080120.0,1,11.75478,9.08085,12.13375,11.48712,2,11.18784,5.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
3.0,500801.0,50080121.0,2,12.15847,10.77308,11.12082,11.71427,2,12.93734,5.0,1.0,1.0,4.8,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
4.0,500801.0,50080122.0,2,8.37412,8.82228,7.97991,12.25657,1,8.66719,5.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
8.0,500801.0,50080127.0,2,11.75478,11.3019,11.12082,11.48712,2,10.41803,6.0,1.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
9.0,500801.0,50080128.0,2,12.72711,9.65438,11.75008,13.51543,1,12.93734,6.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
10.0,500801.0,50080129.0,1,8.57095,7.10653,8.51577,13.51543,1,9.28593,5.0,2.0,1.0,5.0,2.0,8.48286,1,2,5008.0,1.0,4.0,1.0,1.0,11.19421,1.0,2.0,0.0
1.0,501301.0,50130102.0,2,8.94763,8.57829,7.678,11.48712,2,9.92809,6.0,2.0,1.0,3.8,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
2.0,501301.0,50130103.0,2,7.44727,6.7011,6.95612,12.04797,2,11.18784,6.0,3.0,1.0,4.2,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
3.0,501301.0,50130104.0,1,7.95043,6.90631,7.678,12.25657,1,9.92809,6.0,2.0,1.0,3.4,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
4.0,501301.0,50130105.0,2,10.45644,12.04145,10.84951,11.48712,2,7.54198,6.0,3.0,1.0,5.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
5.0,501301.0,50130106.0,1,9.68014,8.12441,6.49606,13.51543,1,11.18784,4.0,2.0,1.0,3.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
6.0,501301.0,50130107.0,2,8.76139,7.91135,7.34181,11.48712,2,6.03323,1.0,2.0,1.0,4.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
7.0,501301.0,50130108.0,2,9.31385,7.50425,8.76168,11.48712,2,11.18784,5.0,3.0,1.0,4.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
8.0,501301.0,50130110.0,1,11.42832,12.04145,10.35323,10.84499,2,9.05015,5.0,1.0,1.0,4.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
9.0,501301.0,50130111.0,1,13.84849,13.48293,9.89515,13.51543,1,11.18784,6.0,2.0,1.0,4.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
11.0,501301.0,50130113.0,1,10.89898,12.04145,9.6723,13.51543,1,11.18784,6.0,1.0,1.0,3.6,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
12.0,501301.0,50130114.0,1,12.72711,10.77308,13.19086,11.19079,2,11.18784,6.0,1.0,1.0,5.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
14.0,501301.0,50130116.0,1,9.68014,8.82228,9.22591,13.51543,1,10.41803,6.0,1.0,2.0,3.8,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
1.0,501301.0,50130118.0,1,10.67004,8.34615,9.89515,12.25657,1,10.41803,5.0,2.0,1.0,3.6,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
2.0,501301.0,50130119.0,2,10.67004,9.98068,10.59469,10.84499,2,10.41803,6.0,3.0,1.0,4.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
3.0,501301.0,50130120.0,2,10.67004,8.82228,10.59469,8.99877,2,6.96754,6.0,2.0,1.0,5.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
4.0,501301.0,50130121.0,1,11.14859,10.34734,10.12116,11.48712,2,11.18784,5.0,2.0,1.0,5.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
5.0,501301.0,50130122.0,2,10.67004,9.98068,9.6723,10.23835,2,9.56975,4.0,2.0,1.0,4.8,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
6.0,501301.0,50130123.0,2,13.84849,13.48293,15.63895,11.48712,2,12.93734,6.0,2.0,1.0,4.4,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
7.0,501301.0,50130124.0,2,8.76139,8.27928,6.49606,11.48712,2,7.97425,1.0,3.0,1.0,4.2,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
8.0,501301.0,50130126.0,1,9.68014,8.57829,6.95612,9.03613,2,12.93734,2.0,3.0,2.0,3.0,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
9.0,501301.0,50130127.0,1,12.15847,9.35676,9.6723,10.84499,2,7.54198,4.0,3.0,2.0,3.4,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
10.0,501301.0,50130128.0,1,10.05658,12.04145,11.75008,10.26525,2,11.18784,6.0,2.0,1.0,4.2,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
11.0,501301.0,50130129.0,1,11.75478,13.48293,11.75008,10.26525,2,11.18784,5.0,1.0,1.0,4.6,3.0,9.7693,2,2,5013.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
4.0,501901.0,50190101.0,2,10.45644,10.34734,10.59469,10.23835,2,12.93734,5.0,1.0,1.0,3.2,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
5.0,501901.0,50190102.0,2,10.25252,7.50425,11.41779,12.25657,1,12.93734,6.0,2.0,1.0,4.8,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
6.0,501901.0,50190103.0,1,9.31385,10.34734,9.89515,8.3581,3,9.56975,5.0,2.0,1.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,1.0
7.0,501901.0,50190104.0,2,8.76139,8.82228,8.76168,10.84499,2,7.97425,1.0,1.0,1.0,2.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
8.0,501901.0,50190106.0,2,12.72711,12.04145,11.75008,12.25657,1,12.93734,6.0,1.0,1.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
9.0,501901.0,50190107.0,2,11.42832,8.34615,10.35323,10.23835,2,9.56975,4.0,4.0,1.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
10.0,501901.0,50190108.0,2,10.45644,8.57829,10.84951,12.25657,1,12.93734,6.0,1.0,1.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
11.0,501901.0,50190109.0,1,9.68014,7.50425,10.35323,12.25657,1,12.93734,6.0,1.0,1.0,3.4,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
12.0,501901.0,50190110.0,2,8.16805,8.27318,7.678,10.23835,2,9.92809,3.0,2.0,1.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
13.0,501901.0,50190111.0,2,11.14859,9.35676,11.12082,12.25657,1,10.41803,5.0,2.0,1.0,4.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
14.0,501901.0,50190112.0,1,7.71308,4.96949,5.04751,10.84499,2,8.66719,5.0,1.0,1.0,2.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
2.0,501901.0,50190115.0,2,9.31385,9.08085,9.89515,11.48712,2,8.50552,5.0,2.0,1.0,4.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
3.0,501901.0,50190116.0,2,10.45644,11.3019,11.41779,12.25657,1,9.56975,6.0,2.0,1.0,4.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
4.0,501901.0,50190117.0,1,10.25252,8.82228,10.84951,12.25657,1,12.93734,6.0,1.0,1.0,3.4,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
6.0,501901.0,50190119.0,2,10.25252,8.34615,10.84951,11.19079,2,8.84686,5.0,2.0,2.0,4.8,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
7.0,501901.0,50190120.0,1,10.67004,9.65438,10.35323,10.23835,2,9.28593,6.0,3.0,1.0,2.8,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
8.0,501901.0,50190122.0,2,11.42832,13.48293,10.35323,11.48712,2,12.93734,5.0,2.0,1.0,3.8,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
9.0,501901.0,50190123.0,2,9.31385,8.34615,9.45004,12.25657,1,9.56975,6.0,1.0,2.0,2.8,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
10.0,501901.0,50190124.0,2,10.67004,8.0469,10.84951,10.84499,2,12.93734,6.0,1.0,2.0,3.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
11.0,501901.0,50190125.0,2,10.05658,12.04145,9.45004,10.84499,2,12.93734,4.0,2.0,1.0,2.4,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
12.0,501901.0,50190126.0,1,9.4964,8.34615,8.76168,11.48712,2,11.18784,5.0,2.0,1.0,4.2,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
13.0,501901.0,50190127.0,2,10.67004,8.82228,10.35323,12.25657,1,9.28593,4.0,2.0,1.0,4.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
14.0,501901.0,50190128.0,2,10.25252,11.3019,11.12082,12.25657,1,7.59137,5.0,2.0,2.0,4.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
1.0,501901.0,50190130.0,1,11.42832,10.34734,13.19086,11.48712,2,12.93734,2.0,1.0,1.0,5.0,3.0,11.74559,1,1,5019.0,2.0,4.0,1.0,2.0,11.19421,1.0,2.0,0.0
13.0,502101.0,50210101.0,2,10.05658,12.04145,10.84951,10.23835,2,9.28593,6.0,2.0,1.0,4.0,3.0,8.48286,2,2,5021.0,1.0,2.0,1.0,3.0,8.79625,2.0,3.0,0.0
14.0,502101.0,50210102.0,2,9.86638,8.57829,10.12116,11.19079,2,8.66719,4.0,2.0,1.0,5.0,3.0,8.48286,2,2,5021.0,1.0,2.0,1.0,3.0,8.79625,2.0,3.0,0.0
1.0,502101.0,50210104.0,1,10.67004,7.91135,8.76168,10.23835,2,11.18784,6.0,1.0,1.0,3.8,3.0,8.48286,2,2,5021.0,1.0,2.0,1.0,3.0,8.79625,2.0,3.0,0.0
2.0,502101.0,50210105.0,1,9.31385,6.90631,8.51577,11.19079,2,9.92809,5.0,2.0,1.0,4.0,3.0,8.48286,2,2,5021.0,1.0,2.0,1.0,3.0,8.79625,2.0,3.0,0.0
