IDBOOK,IDCLASS,IDSTUD,BSBG01,BSBGSLM,BSBGSVM,BSBGSCM,BSBGHER,BSDGHER,BSBGSB,BSBG07,BSBG13B,BSBG03,mark,BTBG06C,BTBGTJS,BTBG07B,BTDGTJS,IDSCHOOL,BCBG03A,BCBG03B,BCBG04,BCBG05B,BCBGDAS,BCDGSBC,BCDGEAS,dummy_poor
3.0,506701.0,50670116.0,2,10.05658,7.70526,9.48684,11.48712,2,7.06124,5.0,3.0,2.0,3.8,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
4.0,506701.0,50670117.0,2,10.25252,8.34615,11.41779,10.26525,2,9.28593,4.0,2.0,1.0,5.0,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
5.0,506701.0,50670118.0,2,10.25252,12.04145,10.35323,11.48712,2,9.56975,5.0,2.0,1.0,4.2,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
6.0,506701.0,50670119.0,1,9.86638,7.10653,8.76168,10.23835,2,7.54198,5.0,2.0,1.0,4.0,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
7.0,506701.0,50670120.0,1,9.4964,8.57829,9.22591,11.48712,2,9.56975,4.0,3.0,1.0,2.6,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
8.0,506701.0,50670122.0,1,12.72711,10.77308,11.41779,11.48712,2,10.41803,6.0,2.0,1.0,5.0,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
9.0,506701.0,50670123.0,2,8.372954430680235,6.63431,7.97991,10.84499,2,10.103782690965481,1.0,2.0,1.0,2.2,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
10.0,506701.0,50670124.0,1,9.13133,7.70526,5.90622,9.64761,2,8.35784,2.0,2.0,1.0,2.0,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,1.0
11.0,506701.0,50670125.0,2,11.75478,10.34734,8.25602,11.48712,2,9.56975,6.0,1.0,1.0,4.2,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
12.0,506701.0,50670126.0,2,8.94763,7.50425,5.90622,10.84499,2,9.759288493517998,1.0,2.0,1.0,3.0,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
13.0,506701.0,50670127.0,1,10.05658,8.12441,10.59469,10.84499,2,12.93734,6.0,2.0,1.0,3.6,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
14.0,506701.0,50670128.0,1,9.18228,8.34615,10.12116,11.48712,2,8.22128,5.0,2.0,1.0,4.6,3.0,8.48286,1,2,5067.0,1.0,3.0,1.0,1.0,10.43939,1.0,3.0,0.0
6.0,507001.0,50700101.0,2,10.45644,8.82228,9.55695,10.84499,2,11.18784,5.0,2.0,1.0,2.6,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
7.0,507001.0,50700102.0,1,10.45644,9.35676,9.6723,12.25657,1,11.18784,5.0,1.0,1.0,3.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
8.0,507001.0,50700104.0,1,9.31385,7.70526,9.6723,11.48712,2,9.28593,6.0,3.0,1.0,3.6,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
9.0,507001.0,50700105.0,2,10.05658,9.08085,9.45004,12.25657,1,10.41803,5.0,2.0,1.0,4.6,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
10.0,507001.0,50700106.0,1,9.13133,7.50425,6.49606,10.84499,2,8.66719,6.0,1.0,1.0,2.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
11.0,507001.0,50700107.0,1,10.45644,7.70526,10.84951,11.48712,2,12.93734,5.0,1.0,1.0,4.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
12.0,507001.0,50700108.0,1,9.4964,8.34615,10.35323,11.48712,2,11.18784,6.0,1.0,1.0,5.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
13.0,507001.0,50700109.0,1,9.4964,10.34734,9.22591,10.84499,2,11.18784,5.0,1.0,1.0,4.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
14.0,507001.0,50700110.0,2,10.45644,13.48293,9.89515,10.84499,2,6.48302,5.0,2.0,2.0,4.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
1.0,507001.0,50700112.0,2,10.05658,10.34734,12.59517,13.51543,1,12.93734,6.0,2.0,1.0,4.8,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
2.0,507001.0,50700113.0,2,13.84849,13.48293,14.06165,13.51543,1,8.84686,6.0,1.0,1.0,4.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
3.0,507001.0,50700114.0,1,9.13133,6.90631,8.51577,12.25657,1,12.93734,5.0,1.0,1.0,3.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
4.0,507001.0,50700115.0,1,9.31385,8.57829,6.95612,12.25657,1,8.09367,5.0,2.0,1.0,2.4,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
5.0,507001.0,50700116.0,2,10.05658,8.82228,10.12116,12.25657,1,12.65089,6.0,2.0,1.0,3.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
6.0,507001.0,50700117.0,1,10.67004,10.34734,10.12116,12.25657,1,10.41803,5.0,1.0,1.0,4.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
7.0,507001.0,50700118.0,1,12.15847,7.70526,9.6723,12.25657,1,9.56975,5.0,4.0,1.0,2.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
8.0,507001.0,50700120.0,1,11.75478,8.12441,10.59469,13.51543,1,8.50552,5.0,2.0,2.0,3.6,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
9.0,507001.0,50700121.0,1,9.86638,8.57829,10.84951,11.48712,2,11.18784,5.0,1.0,1.0,3.4,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
10.0,507001.0,50700122.0,2,11.75478,13.48293,11.12082,11.48712,2,8.09367,5.0,2.0,1.0,4.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
11.0,507001.0,50700123.0,1,10.67004,13.48293,11.41779,12.25657,1,12.93734,5.0,2.0,1.0,3.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
12.0,507001.0,50700124.0,2,13.84849,9.98068,10.59469,12.25657,1,9.92809,5.0,1.0,1.0,2.0,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
14.0,507001.0,50700126.0,2,10.45644,12.04145,10.35323,12.25657,1,12.93734,6.0,1.0,1.0,3.2,3.0,8.48286,2,2,5070.0,1.0,4.0,1.0,1.0,11.19421,1.0,3.0,0.0
6.0,507301.0,50730101.0,1,13.84849,13.48293,14.06165,10.23835,2,12.93734,5.0,1.0,1.0,4.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
7.0,507301.0,50730102.0,1,10.45644,10.77308,9.45004,10.84499,2,6.77861,4.0,2.0,1.0,4.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
8.0,507301.0,50730104.0,1,9.86638,12.04145,8.99736,9.64761,2,12.93734,6.0,2.0,1.0,3.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,1.0
9.0,507301.0,50730105.0,1,9.86638,8.34615,9.45004,9.03613,2,9.28593,5.0,2.0,1.0,4.2,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,1.0
10.0,507301.0,50730106.0,2,13.84849,12.04145,12.59517,10.84499,2,10.41803,3.0,3.0,1.0,4.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
11.0,507301.0,50730107.0,2,11.42832,7.91135,10.84951,13.51543,1,12.93734,6.0,2.0,1.0,4.2,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
12.0,507301.0,50730108.0,2,10.25252,13.48293,11.75008,9.64761,2,11.18784,6.0,1.0,1.0,5.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,1.0
13.0,507301.0,50730109.0,2,10.05658,8.82228,10.59469,9.03613,2,10.41803,1.0,1.0,1.0,3.8,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,1.0
14.0,507301.0,50730110.0,1,10.71177,9.35676,10.12116,9.03613,2,11.18784,3.0,2.0,3.0,4.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,1.0
1.0,507301.0,50730112.0,2,12.72711,13.48293,11.41779,10.26525,2,12.93734,4.0,1.0,1.0,4.4,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
2.0,507301.0,50730113.0,1,9.86638,7.91135,10.35323,10.84499,2,10.41803,5.0,2.0,1.0,4.0,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
3.0,507301.0,50730114.0,1,8.94763,8.12441,8.51577,10.23835,2,10.41803,3.0,3.0,1.0,3.4,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
4.0,507301.0,50730115.0,2,11.42832,9.08085,10.84951,13.51543,1,12.93734,6.0,1.0,1.0,4.4,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
6.0,507301.0,50730117.0,2,10.45644,8.57829,10.35323,11.19079,2,11.18784,5.0,2.0,1.0,4.2,3.0,9.22836,2,2,5073.0,3.0,4.0,2.0,1.0,8.41206,2.0,2.0,0.0
3.0,507501.0,50750101.0,1,11.14859,9.98068,10.35323,10.23835,2,12.93734,4.0,3.0,1.0,4.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
4.0,507501.0,50750102.0,2,10.45644,9.65438,10.09301,10.23835,2,12.93734,4.0,1.0,1.0,4.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
5.0,507501.0,50750103.0,2,9.13133,10.34734,8.99736,10.84499,2,12.93734,1.0,1.0,1.0,3.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
6.0,507501.0,50750104.0,2,10.05658,9.65438,6.95612,9.64761,2,10.41803,1.0,1.0,1.0,4.4,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,1.0
7.0,507501.0,50750105.0,1,12.72711,10.77308,13.19086,11.48712,2,9.92809,5.0,2.0,1.0,5.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
8.0,507501.0,50750107.0,2,12.15847,11.3019,11.12082,11.48712,2,11.18784,6.0,1.0,1.0,5.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
9.0,507501.0,50750108.0,2,10.67004,8.82228,9.22591,10.84499,2,9.05015,4.0,1.0,1.0,3.6,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
10.0,507501.0,50750109.0,1,12.72711,9.65438,13.19086,10.23835,2,9.28593,2.0,2.0,1.0,4.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
11.0,507501.0,50750110.0,1,10.67004,10.77308,10.35323,11.48712,2,11.18784,6.0,2.0,1.0,4.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
12.0,507501.0,50750111.0,1,9.86638,8.82228,8.51577,10.84499,2,8.66719,1.0,2.0,1.0,3.4,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
13.0,507501.0,50750112.0,1,11.75478,10.77308,13.19086,10.23835,2,9.56975,2.0,3.0,1.0,4.4,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
14.0,507501.0,50750113.0,2,10.67004,9.65438,10.12116,11.48712,2,12.93734,4.0,2.0,1.0,3.6,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
1.0,507501.0,50750115.0,2,11.42832,10.34734,10.59469,9.64761,2,6.87349,1.0,2.0,1.0,4.2,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,1.0
2.0,507501.0,50750116.0,1,11.14859,10.77308,9.45004,11.48712,2,9.28593,5.0,1.0,1.0,4.4,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
3.0,507501.0,50750117.0,1,9.68014,9.65438,9.89515,10.84499,2,8.66719,1.0,3.0,1.0,4.0,2.0,9.7693,2,2,5075.0,2.0,3.0,1.0,3.0,9.79606,1.0,3.0,0.0
8.0,507601.0,50760102.0,1,10.05658,7.91135,9.60146,11.19079,2,7.85954,6.0,3.0,1.0,4.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
9.0,507601.0,50760103.0,1,9.13133,9.65438,8.76168,10.84499,2,8.09367,5.0,3.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
10.0,507601.0,50760104.0,1,10.67004,9.35676,13.19086,8.99877,2,8.44059,2.0,2.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
11.0,507601.0,50760105.0,1,10.7733,9.35676,11.41779,11.48712,2,9.05015,5.0,1.0,1.0,3.8,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
12.0,507601.0,50760106.0,1,10.45644,10.77308,9.89515,10.23835,2,9.05015,5.0,2.0,1.0,3.4,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
13.0,507601.0,50760107.0,1,10.67004,12.04145,10.84951,11.48712,2,9.56975,6.0,1.0,1.0,5.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
14.0,507601.0,50760108.0,1,9.86638,6.90631,8.99736,10.84499,2,9.28593,4.0,1.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
1.0,507601.0,50760110.0,2,10.45644,11.3019,9.89515,10.84499,2,9.28593,5.0,2.0,1.0,3.4,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
2.0,507601.0,50760111.0,1,8.37412,7.91135,7.98515,11.19079,2,7.54198,1.0,4.0,1.0,2.8,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
3.0,507601.0,50760112.0,1,8.57095,6.7011,9.89515,11.48712,2,11.18784,6.0,4.0,1.0,3.4,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
4.0,507601.0,50760113.0,2,9.4964,9.65438,9.22591,10.84499,2,8.84686,5.0,1.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
5.0,507601.0,50760114.0,2,10.45644,8.82228,10.12116,11.19079,2,7.97425,1.0,3.0,1.0,3.2,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
6.0,507601.0,50760115.0,2,10.53443,7.91135,10.59469,9.64761,2,10.41803,4.0,3.0,2.0,4.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
7.0,507601.0,50760116.0,1,9.68014,7.50425,10.12116,8.3581,3,9.92809,4.0,2.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
8.0,507601.0,50760118.0,2,10.25252,12.04145,10.35323,10.84499,2,9.05015,5.0,1.0,1.0,3.8,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
9.0,507601.0,50760119.0,2,8.16805,6.01079,8.25602,11.48712,2,12.93734,5.0,1.0,1.0,3.0,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
11.0,507601.0,50760121.0,1,9.68014,8.34615,9.45004,10.23835,2,7.97425,4.0,3.0,1.0,3.2,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,0.0
12.0,507601.0,50760122.0,2,8.76139,9.65438,9.89515,9.64761,2,9.28593,2.0,1.0,1.0,4.4,3.0,11.74559,1,1,5076.0,1.0,4.0,1.0,3.0,10.80136,1.0,2.0,1.0
8.0,507701.0,50770101.0,1,10.05658,7.50425,10.59469,11.48712,2,11.18784,6.0,1.0,1.0,4.0,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
9.0,507701.0,50770102.0,2,10.05658,7.70526,9.6723,9.03613,2,11.18784,1.0,3.0,1.0,1.6,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
10.0,507701.0,50770103.0,2,8.76139,7.70526,8.76168,8.3581,3,9.28593,4.0,3.0,1.0,3.0,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
11.0,507701.0,50770104.0,2,9.00199,8.57829,9.22591,8.3581,3,8.50552,2.0,2.0,1.0,3.0,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
12.0,507701.0,50770105.0,2,10.45644,11.3019,10.59469,10.23835,2,10.41803,1.0,2.0,1.0,3.2,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
13.0,507701.0,50770106.0,1,11.42832,10.77308,11.41779,12.25657,1,9.05015,6.0,2.0,1.0,4.2,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
1.0,507701.0,50770109.0,1,10.67004,8.57829,7.97991,9.03613,2,9.92809,1.0,1.0,1.0,1.6,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
2.0,507701.0,50770110.0,2,10.67004,10.77308,8.76168,10.84499,2,12.93734,4.0,1.0,1.0,1.6,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
3.0,507701.0,50770111.0,1,9.86638,8.34615,8.99736,10.84499,2,9.92809,6.0,2.0,1.0,3.4,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
4.0,507701.0,50770112.0,2,10.67004,9.35676,9.89515,10.23835,2,12.93734,5.0,1.0,1.0,2.8,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
5.0,507701.0,50770113.0,2,10.67004,9.08085,11.41779,8.99877,2,11.18784,5.0,2.0,1.0,3.0,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
6.0,507701.0,50770114.0,2,10.05658,8.12441,8.99736,10.84499,2,10.41803,6.0,2.0,1.0,2.8,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
7.0,507701.0,50770115.0,1,10.67004,9.98068,10.35323,10.84499,2,9.56975,6.0,3.0,1.0,2.8,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
8.0,507701.0,50770117.0,2,9.68014,8.57829,9.89515,11.48712,2,12.93734,5.0,2.0,1.0,3.2,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
9.0,507701.0,50770118.0,1,10.25252,9.35676,11.75008,10.23835,2,9.92809,5.0,2.0,1.0,3.6,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
10.0,507701.0,50770119.0,1,8.94763,7.91135,9.6723,10.23835,2,12.93734,5.0,2.0,1.0,3.4,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
11.0,507701.0,50770120.0,2,9.86638,8.57829,9.45004,10.84499,2,10.41803,5.0,2.0,1.0,3.4,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
12.0,507701.0,50770121.0,1,10.67004,8.57829,10.59469,10.23835,2,9.56975,2.0,1.0,1.0,2.0,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
13.0,507701.0,50770122.0,1,13.84849,10.77308,10.12116,9.03613,2,12.93734,3.0,1.0,1.0,2.4,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,1.0
14.0,507701.0,50770123.0,1,8.94763,9.35676,8.99736,10.23835,2,11.18784,1.0,3.0,1.0,2.8,3.0,7.74231,1,2,5077.0,2.0,3.0,1.0,5.0,9.253,1.0,3.0,0.0
3.0,508001.0,50800101.0,1,11.75478,8.82228,11.12082,10.23835,2,10.41803,5.0,2.0,1.0,1.8,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,0.0
4.0,508001.0,50800102.0,2,8.57095,8.57829,5.04751,9.03613,2,12.93734,4.0,2.0,3.0,2.0,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,1.0
5.0,508001.0,50800103.0,1,12.72711,13.48293,13.19086,10.23835,2,12.93734,5.0,2.0,3.0,3.2,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,0.0
8.0,508001.0,50800107.0,2,9.31385,11.3019,10.35323,8.3581,3,7.97425,4.0,3.0,3.0,2.6,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,1.0
9.0,508001.0,50800108.0,1,10.67004,9.65438,9.22591,10.23835,2,12.93734,6.0,1.0,3.0,3.0,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,0.0
10.0,508001.0,50800109.0,1,8.76139,8.57829,8.51577,8.3581,3,11.18784,4.0,2.0,1.0,2.0,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,1.0
11.0,508001.0,50800110.0,1,9.13133,9.98068,8.76168,9.64761,2,9.92809,5.0,2.0,3.0,2.8,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,1.0
12.0,508001.0,50800111.0,1,8.57095,7.50425,8.76168,10.23835,2,10.41803,4.0,3.0,2.0,2.6,2.0,11.74559,1,1,5080.0,3.0,3.0,2.0,4.0,10.43939,2.0,2.0,0.0
1.0,508201.0,50820102.0,2,9.31385,11.3019,8.51577,10.23835,2,10.41803,1.0,1.0,1.0,3.2,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
2.0,508201.0,50820103.0,2,10.89898,9.08085,9.89515,10.26525,2,8.22128,4.0,2.0,1.0,4.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
3.0,508201.0,50820104.0,1,8.37412,11.3019,7.678,9.03613,2,8.66719,1.0,2.0,1.0,3.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
4.0,508201.0,50820105.0,1,10.05658,11.3019,9.89515,10.23835,2,10.41803,6.0,2.0,1.0,4.4,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
5.0,508201.0,50820106.0,2,10.25252,7.91135,10.35323,7.34568,3,9.28593,4.0,2.0,1.0,4.2,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
6.0,508201.0,50820107.0,1,9.4964,8.82228,8.76168,10.84499,2,7.97425,5.0,1.0,1.0,3.4,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
7.0,508201.0,50820108.0,1,8.76139,9.65438,7.678,11.19079,2,6.03323,5.0,2.0,1.0,4.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
8.0,508201.0,50820110.0,2,9.31385,10.77308,10.59469,11.48712,2,7.85954,6.0,3.0,1.0,5.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,0.0
9.0,508201.0,50820111.0,2,7.71308,9.35676,9.45004,7.34568,3,9.28593,5.0,1.0,1.0,4.2,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
10.0,508201.0,50820112.0,1,8.57095,7.30474,9.89515,8.3581,3,7.54198,5.0,2.0,1.0,4.2,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
11.0,508201.0,50820113.0,2,8.16805,10.77308,8.25602,7.56439,3,9.28593,2.0,3.0,1.0,3.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
12.0,508201.0,50820114.0,2,8.76139,7.91135,8.25602,9.64761,2,11.18784,3.0,1.0,1.0,4.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
13.0,508201.0,50820115.0,2,8.94763,10.34734,8.99736,7.56439,3,11.18784,5.0,1.0,1.0,3.6,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
14.0,508201.0,50820116.0,2,9.68014,9.08085,8.51577,9.64761,2,9.28593,4.0,1.0,1.0,4.0,3.0,6.74486,1,3,5082.0,4.0,3.0,1.0,5.0,10.10482,2.0,3.0,1.0
14.0,508601.0,50860101.0,2,9.86638,10.34734,11.41779,11.48712,2,12.93734,6.0,2.0,1.0,4.4,3.0,9.22836,1,2,5086.0,2.0,4.0,1.0,3.0,11.19421,1.0,3.0,0.0
